inf,-10000.0,-9800.0,-9600.0,-9400.0,-9200.0,-9000.0,-8800.0,-8600.0,-8400.0,-8200.0,-8000.0,-7800.0,-7600.0,-7400.0,-7200.0,-7000.0,-6800.0,-6600.0,-6400.0,-6200.0,-6000.0,-5800.0,-5600.0,-5400.0,-5200.0,-5000.0,-4800.0,-4600.0,-4400.0,-4200.0,-4000.0,-3800.0,-3600.0,-3400.0,-3200.0,-3000.0,-2800.0,-2600.0,-2400.0,-2200.0,-2000.0,-1800.0,-1600.0,-1400.0,-1200.0,-1000.0,-800.0,-600.0,-400.0,-200.0,0.0,200.0,400.0,600.0,800.0,1000.0,1200.0,1400.0,1600.0,1800.0,2000.0,2200.0,2400.0,2600.0,2800.0,3000.0,3200.0,3400.0,3600.0,3800.0,4000.0,4200.0,4400.0,4600.0,4800.0,5000.0,5200.0,5400.0,5600.0,5800.0,6000.0,6200.0,6400.0,6600.0,6800.0,7000.0,7200.0,7400.0,7600.0,7800.0,8000.0,8200.0,8400.0,8600.0,8800.0,9000.0,9200.0,9400.0,9600.0,9800.0,10000.0
-8000.0,910.0,901.0,891.0,879.0,864.0,847.0,828.0,807.0,783.0,757.0,729.0,699.0,666.0,633.0,597.0,561.0,523.0,485.0,446.0,406.0,367.0,328.0,289.0,251.0,213.0,176.0,140.0,105.0,71.0,39.0,7.0,-22.9,-50.2,-75.7,-99.4,-119.6,-137.4,-153.7,-166.4,-177.2,-185.4,-191.4,-193.6,-193.6,-189.9,-182.4,-170.2,-154.5,-132.3,-103.8,-69.2,-25.8,25.0,81.0,143.0,210.0,282.0,358.0,438.0,520.0,604.0,689.0,774.0,858.0,940.0,1020.0,1096.0,1168.0,1235.0,1296.0,1350.0,1398.0,1438.0,1470.0,1495.0,1511.0,1519.0,1519.0,1511.0,1495.0,1471.0,1440.0,1402.0,1357.0,1305.0,1248.0,1185.0,1117.0,1045.0,968.0,887.0,803.0,717.0,627.0,536.0,444.0,350.0,255.0,161.0,67.0,-25.8
-7800.0,886.0,882.0,876.0,868.0,858.0,846.0,832.0,815.0,795.0,773.0,748.0,721.0,692.0,661.0,627.0,592.0,556.0,518.0,479.0,439.0,399.0,359.0,318.0,278.0,238.0,199.0,161.0,123.0,87.0,52.0,18.0,-14.0,-44.4,-71.0,-95.8,-117.9,-136.5,-152.9,-166.4,-177.2,-185.4,-189.9,-192.1,-190.6,-186.2,-177.2,-164.0,-145.6,-121.3,-90.4,-52.1,-6.0,47.0,105.0,170.0,239.0,313.0,391.0,472.0,556.0,642.0,728.0,814.0,899.0,983.0,1063.0,1140.0,1212.0,1279.0,1340.0,1395.0,1442.0,1482.0,1514.0,1538.0,1553.0,1561.0,1560.0,1551.0,1533.0,1509.0,1476.0,1437.0,1391.0,1338.0,1279.0,1215.0,1146.0,1072.0,994.0,912.0,827.0,738.0,647.0,555.0,460.0,364.0,268.0,171.0,75.0,-19.9
-7600.0,861.0,861.0,860.0,858.0,853.0,845.0,835.0,823.0,808.0,790.0,769.0,745.0,719.0,690.0,658.0,625.0,589.0,552.0,513.0,473.0,432.0,390.0,349.0,306.0,265.0,223.0,182.0,142.0,104.0,66.0,30.0,-4.0,-36.6,-66.4,-92.2,-115.3,-135.7,-152.1,-165.6,-176.4,-184.7,-189.2,-190.6,-188.4,-182.4,-171.8,-157.7,-137.4,-110.9,-77.6,-36.6,12.0,67.0,128.0,195.0,266.0,342.0,422.0,505.0,590.0,677.0,764.0,851.0,937.0,1021.0,1102.0,1180.0,1252.0,1319.0,1380.0,1434.0,1481.0,1521.0,1552.0,1575.0,1590.0,1597.0,1595.0,1585.0,1567.0,1541.0,1507.0,1467.0,1420.0,1366.0,1307.0,1241.0,1171.0,1096.0,1017.0,934.0,847.0,758.0,666.0,571.0,476.0,378.0,281.0,183.0,85.0,-13.0
-7400.0,835.0,840.0,844.0,846.0,847.0,844.0,839.0,832.0,821.0,807.0,790.0,770.0,746.0,720.0,691.0,659.0,624.0,588.0,549.0,508.0,467.0,424.0,380.0,336.0,292.0,248.0,205.0,163.0,121.0,81.0,43.0,6.0,-28.8,-59.7,-87.7,-111.8,-133.2,-150.5,-164.8,-175.6,-183.2,-187.7,-188.4,-185.4,-178.7,-167.1,-150.5,-129.0,-100.3,-64.5,-20.9,30.0,87.0,150.0,218.0,291.0,369.0,450.0,534.0,620.0,708.0,797.0,885.0,971.0,1056.0,1137.0,1214.0,1287.0,1354.0,1414.0,1468.0,1515.0,1553.0,1584.0,1607.0,1621.0,1626.0,1624.0,1613.0,1594.0,1567.0,1533.0,1492.0,1444.0,1389.0,1329.0,1263.0,1192.0,1116.0,1036.0,952.0,865.0,775.0,682.0,587.0,490.0,392.0,293.0,194.0,95.0,-3.0
-7200.0,807.0,818.0,828.0,835.0,840.0,843.0,844.0,841.0,835.0,825.0,812.0,795.0,775.0,751.0,724.0,694.0,661.0,624.0,586.0,545.0,502.0,458.0,413.0,367.0,321.0,275.0,229.0,184.0,140.0,98.0,57.0,18.0,-18.9,-52.1,-82.2,-108.3,-129.8,-148.0,-162.4,-174.1,-180.9,-185.4,-185.4,-181.7,-174.1,-161.7,-144.0,-120.4,-90.4,-52.1,-6.0,46.0,105.0,170.0,239.0,314.0,393.0,475.0,560.0,648.0,736.0,825.0,914.0,1001.0,1085.0,1166.0,1244.0,1316.0,1382.0,1443.0,1496.0,1542.0,1580.0,1610.0,1632.0,1645.0,1650.0,1646.0,1635.0,1615.0,1588.0,1553.0,1511.0,1462.0,1407.0,1346.0,1280.0,1208.0,1132.0,1052.0,968.0,880.0,790.0,696.0,601.0,504.0,406.0,306.0,206.0,107.0,8.0
-7000.0,780.0,796.0,810.0,823.0,834.0,842.0,848.0,850.0,849.0,843.0,835.0,822.0,805.0,784.0,759.0,730.0,698.0,662.0,624.0,582.0,539.0,494.0,447.0,399.0,351.0,303.0,255.0,207.0,161.0,116.0,72.0,31.0,-8.0,-43.4,-74.8,-102.1,-125.6,-144.8,-159.3,-171.0,-178.7,-182.4,-181.7,-177.9,-169.5,-155.3,-136.5,-111.8,-79.4,-39.6,8.0,62.0,122.0,188.0,259.0,334.0,414.0,497.0,583.0,671.0,760.0,850.0,938.0,1025.0,1110.0,1191.0,1268.0,1339.0,1405.0,1465.0,1518.0,1563.0,1600.0,1629.0,1650.0,1663.0,1667.0,1663.0,1650.0,1630.0,1602.0,1566.0,1524.0,1475.0,1419.0,1358.0,1292.0,1220.0,1144.0,1064.0,980.0,893.0,802.0,709.0,614.0,517.0,419.0,319.0,220.0,120.0,20.0
-6800.0,751.0,772.0,792.0,811.0,827.0,841.0,852.0,859.0,863.0,862.0,857.0,848.0,834.0,816.0,794.0,767.0,736.0,701.0,662.0,621.0,577.0,530.0,482.0,433.0,382.0,332.0,281.0,231.0,182.0,135.0,89.0,46.0,5.0,-32.7,-66.4,-95.8,-119.6,-139.8,-155.3,-167.1,-174.9,-177.9,-177.9,-172.6,-163.2,-148.9,-129.0,-103.0,-69.2,-27.8,21.0,77.0,138.0,205.0,277.0,353.0,433.0,517.0,603.0,692.0,781.0,870.0,958.0,1045.0,1129.0,1210.0,1286.0,1357.0,1422.0,1481.0,1533.0,1577.0,1613.0,1642.0,1662.0,1674.0,1677.0,1672.0,1659.0,1638.0,1609.0,1574.0,1531.0,1482.0,1426.0,1365.0,1299.0,1228.0,1152.0,1072.0,989.0,902.0,812.0,720.0,626.0,529.0,431.0,333.0,233.0,134.0,35.0
-6600.0,721.0,748.0,774.0,798.0,820.0,840.0,856.0,868.0,877.0,881.0,880.0,875.0,865.0,849.0,829.0,804.0,774.0,740.0,702.0,660.0,615.0,568.0,518.0,467.0,415.0,362.0,309.0,257.0,205.0,156.0,108.0,62.0,19.0,-20.9,-55.9,-86.7,-112.6,-133.2,-149.7,-161.7,-169.5,-173.3,-172.6,-167.1,-156.9,-141.5,-120.4,-93.1,-57.8,-15.0,35.0,91.0,153.0,220.0,292.0,369.0,450.0,534.0,620.0,708.0,797.0,886.0,974.0,1060.0,1143.0,1223.0,1298.0,1368.0,1433.0,1491.0,1541.0,1585.0,1620.0,1647.0,1667.0,1677.0,1680.0,1674.0,1661.0,1639.0,1610.0,1575.0,1532.0,1483.0,1428.0,1367.0,1301.0,1231.0,1156.0,1077.0,995.0,909.0,820.0,729.0,636.0,541.0,444.0,347.0,248.0,150.0,52.0
-6400.0,690.0,723.0,755.0,785.0,813.0,838.0,859.0,877.0,891.0,900.0,903.0,902.0,895.0,882.0,864.0,841.0,812.0,779.0,741.0,699.0,654.0,606.0,555.0,502.0,448.0,393.0,338.0,283.0,230.0,178.0,128.0,80.0,35.0,-6.0,-43.4,-75.7,-103.0,-125.6,-142.3,-154.5,-162.4,-166.4,-165.6,-160.1,-149.7,-133.2,-111.8,-83.1,-47.3,-3.0,48.0,104.0,167.0,234.0,307.0,384.0,464.0,548.0,634.0,721.0,810.0,898.0,985.0,1070.0,1152.0,1231.0,1305.0,1374.0,1437.0,1494.0,1543.0,1585.0,1620.0,1646.0,1664.0,1674.0,1676.0,1670.0,1656.0,1634.0,1605.0,1569.0,1527.0,1478.0,1423.0,1364.0,1299.0,1229.0,1156.0,1078.0,997.0,913.0,826.0,736.0,645.0,551.0,457.0,361.0,264.0,167.0,71.0
